Test_0,Test_1,Test_2,Test_3,Test_4,Test_5,Test_6,Test_7,Test_8,Test_9,Test_10,Test_11,Test_12,Test_13,Test_14,Test_15,RMA
246.84,D,Low,OP-1,True,204.84,False,True,2018.0,55.8,jul,154,2,-1,0,,False
384.78,F,Low,OP-17,True,1631.72,True,False,,49.6,jun,226,4,-1,0,,False
225.06,B,Low,OP-1,True,183.0,False,True,,18.6,jun,19,18,-1,0,,False
304.92,K,Low,OP-4,True,53.26,False,True,2019.0,86.8,jul,59,5,-1,0,,False
297.66,H,Low,OP-1,True,1233.14,True,True,,93.0,may,298,3,-1,0,,False
341.22,C,Low,OP-17,True,652.5600000000001,True,True,2019.0,18.6,aug,239,4,-1,0,,True
246.84,G,Low,OP-17,True,145.3,False,True,,49.6,may,261,1,-1,0,,False
275.88,G,Low,OP-17,True,1796.04,False,True,,65.1,may,205,2,-1,0,,False
232.32,D,Low,OP-1,True,177.28,False,True,,9.3,jun,200,1,-1,0,,False
246.84,H,Low,OP-1,True,155.96,False,True,2018.0,49.6,jul,101,3,-1,0,,False
166.98,B,Mid,OP-1,True,183.0,False,True,,12.4,jun,111,3,-1,0,,False
370.26,L,Low,OP-1,True,62.1,True,False,2018.0,24.8,jul,123,4,-1,0,,False
246.84,H,Low,OP-1,True,117.22,True,True,2018.0,24.8,oct,401,2,-1,0,,True
377.52,D,Low,OP-4,True,53.52,True,True,,27.9,jun,70,3,-1,0,,False
413.82,L,Low,,True,474.46,False,True,,58.9,jun,108,1,-1,0,,False
384.78,L,Low,OP-1,True,385.28,False,True,2019.0,46.5,jul,174,3,-1,0,,False
304.92,A,Mid,OP-1,True,732.38,False,True,2018.0,93.0,jul,174,6,-1,0,,False
217.8,C,Mid,OP-17,True,95.12,False,True,,62.0,may,186,4,-1,0,,False
370.26,D,Low,,True,542.58,False,True,,15.5,may,57,1,-1,0,,False
232.32,H,Low,OP-1,True,72.76,False,True,,65.1,may,189,2,-1,0,,False
370.26,E,Low,OP-1,True,77.7,False,True,2018.0,71.3,jul,1309,4,-1,0,,True
428.34,D,Low,,True,89.14,True,True,,15.5,jun,153,1,-1,0,,False
377.52,A,Low,OP-1,True,50.66,True,True,,27.9,jun,123,1,-1,0,,False
225.06,D,Mid,OP-4,True,-19.8,True,True,,65.1,may,281,3,-1,0,,False
225.06,A,Mid,OP-4,True,158.56,True,True,2018.0,12.4,feb,736,1,-1,0,,True
355.74,H,Mid,OP-1,True,308.06,False,True,2019.0,65.1,nov,10,3,-1,0,,False
297.66,F,Low,OP-1,True,67.3,False,True,2018.0,18.6,aug,185,4,-1,0,,False
246.84,C,Low,OP-1,True,314.82,False,True,2018.0,65.1,jul,240,2,-1,0,,False
406.56,F,Mid,OP-17,True,291.42,True,True,,27.9,jun,306,1,-1,0,,False
326.7,H,Low,OP-1,True,106.04,False,True,2018.0,9.3,jun,224,2,-1,0,,True
297.66,F,Low,OP-1,True,53.0,True,True,2018.0,89.9,aug,141,2,-1,0,,False
225.06,C,Low,OP-1,True,408.68,False,True,2018.0,37.2,aug,129,4,-1,0,,False
566.28,L,High,OP-4,True,112.54,True,True,2019.0,68.2,oct,97,1,-1,0,,True
217.8,H,Low,OP-1,True,187.68,False,True,2018.0,24.8,may,127,1,-1,0,,False
232.32,D,Low,OP-1,True,966.64,False,True,,62.0,may,226,2,-1,0,,False
283.14,C,High,OP-17,True,59.76,True,True,,55.8,jun,311,5,-1,0,,False
225.06,G,Mid,OP-17,True,561.8199999999999,True,True,2018.0,12.4,feb,112,3,-1,0,,False
399.3,C,Low,OP-17,True,1841.8,True,True,2018.0,24.8,aug,353,2,-1,0,,False
261.36,D,Low,OP-1,True,-7.060000000000002,True,False,2018.0,46.5,jul,779,2,-1,0,,False
254.1,D,Low,OP-1,True,168.44,False,True,2018.0,46.5,apr,244,3,-1,0,,False
370.26,L,High,OP-1,True,142.18,False,True,,93.0,may,78,2,-1,0,,False
166.98,J,Mid,OP-1,True,255.8,True,True,2018.0,49.6,sep,267,1,-1,0,,False
290.4,J,Low,OP-1,True,120.6,True,True,,62.0,jun,197,6,-1,0,,False
377.52,D,Low,OP-4,True,255.54,False,True,,49.6,may,30,3,-1,0,,False
421.08,D,Low,OP-4,True,53.0,False,True,2018.0,96.1,jul,5,25,-1,0,,False
239.58,B,Low,OP-1,True,76.4,False,True,2018.0,86.8,jul,263,2,-1,0,,False
428.34,D,Low,OP-4,True,784.64,True,True,,62.0,jun,81,3,-1,0,,False
254.1,A,Mid,OP-1,True,603.16,False,True,2018.0,40.3,may,409,2,-1,0,,False
370.26,E,Low,OP-17,True,269.58000000000004,True,True,2018.0,96.1,jul,77,3,-1,0,,False
341.22,D,Low,OP-4,True,739.9200000000001,True,True,2018.0,40.3,aug,310,2,-1,0,,False
312.18,H,Low,,True,959.1,True,True,,55.8,jun,113,1,-1,0,,False
232.32,D,High,OP-1,True,53.0,False,True,,6.2,jun,746,2,-1,0,,False
428.34,A,Low,OP-4,True,53.0,True,True,2018.0,93.0,jan,3025,2,-1,0,,False
421.08,D,High,OP-1,True,134.64,True,True,,77.5,jun,67,2,-1,0,,False
268.62,D,Low,OP-1,True,89.4,False,False,2018.0,21.7,may,490,1,-1,0,,False
232.32,F,Mid,OP-1,True,53.0,True,True,2018.0,65.1,aug,126,2,-1,0,,False
254.1,F,Low,OP-1,True,496.82,False,True,,6.2,jun,426,3,-1,0,,False
573.54,L,Low,OP-1,True,1284.88,True,True,2019.0,27.9,jul,151,5,-1,0,,False
275.88,F,Low,OP-17,True,354.86,False,True,,24.8,may,665,1,-1,0,,False
312.18,F,Low,OP-1,True,2100.76,False,True,2018.0,34.1,aug,209,2,-1,0,,False
283.14,C,Mid,OP-17,True,161.16,True,True,2018.0,71.3,oct,56,4,-1,0,,False
232.32,E,Mid,OP-1,True,380.34,True,True,2018.0,77.5,jul,184,2,-1,0,,False
319.44,H,Mid,OP-1,True,26.74,False,True,2018.0,31.0,jul,99,1,-1,0,,False
566.28,K,Low,OP-1,True,182.74,True,True,2019.0,49.6,mar,80,4,-1,0,,False
399.3,C,Low,OP-17,True,-44.5,True,True,2018.0,93.0,jul,814,2,-1,0,,True
203.28,F,Mid,OP-1,False,-24.480000000000004,False,True,,9.3,jun,559,7,-1,0,,False
210.54,C,Mid,OP-17,True,53.0,True,True,,49.6,may,16,25,-1,0,,False
217.8,H,Low,OP-1,True,53.0,True,True,2018.0,46.5,jul,127,5,-1,0,,False
297.66,E,Low,OP-1,True,60.28,False,True,2018.0,34.1,may,49,1,-1,0,,False
377.52,H,Mid,,True,632.02,True,True,2018.0,74.4,feb,242,2,-1,0,,True
297.66,H,Low,OP-1,True,292.20000000000005,False,False,,83.7,may,239,1,-1,0,,False
355.74,C,Low,OP-17,True,424.8,True,True,2018.0,55.8,nov,231,2,-1,0,,False
217.8,F,Mid,OP-1,True,860.82,False,True,,9.3,jun,1516,2,-1,0,,False
232.32,F,Low,OP-1,True,96.42,False,False,2018.0,24.8,aug,79,3,-1,0,,False
493.68,L,Low,OP-1,True,5075.42,False,True,2018.0,12.4,aug,249,1,-1,0,,True
217.8,F,Mid,OP-17,True,234.74,False,True,2018.0,34.1,aug,213,4,-1,0,,False
196.02,H,Mid,OP-1,True,15.299999999999995,False,True,2019.0,46.5,may,289,8,-1,0,,False
254.1,F,High,OP-1,True,175.98000000000002,False,False,,80.6,may,434,4,-1,0,,False
399.3,,Low,OP-4,True,94.34,True,True,,12.4,sep,15,1,-1,0,,False
239.58,H,Low,OP-1,True,51.44,False,True,,21.7,may,566,2,-1,0,,False
413.82,L,Low,OP-1,True,65.74,False,False,2018.0,77.5,aug,93,4,-1,0,,False
239.58,D,Low,OP-1,True,219.4,False,True,2018.0,9.3,feb,439,3,-1,0,,False
370.26,C,Low,OP-17,True,815.84,False,True,2018.0,55.8,nov,727,4,-1,0,,False
304.92,D,Low,OP-1,True,850.6800000000001,False,False,2018.0,34.1,may,429,2,-1,0,,False
283.14,D,Mid,OP-1,True,1130.18,False,False,,6.2,jun,21,1,-1,0,,False
304.92,D,Mid,OP-1,True,152.32,False,True,2018.0,40.3,may,294,1,-1,0,,False
275.88,H,Mid,OP-1,True,47.02,True,True,2018.0,62.0,nov,48,2,-1,0,,False
355.74,B,Low,OP-1,True,625.26,False,True,,46.5,may,233,3,-1,0,,False
246.84,F,Low,OP-17,True,471.86,False,True,2018.0,34.1,may,490,2,-1,0,,False
196.02,G,Mid,OP-1,True,150.76,False,False,2018.0,15.5,may,273,1,-1,0,,False
290.4,B,Low,OP-1,True,1133.82,False,True,,46.5,may,735,1,-1,0,,False
217.8,F,Mid,OP-1,True,79.52,False,True,,21.7,may,614,2,-1,0,,False
384.78,B,Low,OP-1,True,1351.44,True,True,2018.0,55.8,aug,62,6,-1,0,,False
355.74,F,Low,OP-17,True,374.1,True,True,2018.0,40.3,aug,354,3,-1,0,,True
196.02,B,Low,OP-1,True,53.0,False,True,2018.0,71.3,jul,198,13,-1,0,,False
203.28,D,High,,True,79.26,False,True,,86.8,may,126,4,-1,0,,False
413.82,C,Low,OP-1,True,89.14,True,True,2018.0,52.7,aug,80,1,-1,0,,False
225.06,F,Mid,OP-17,True,58.98,True,True,2018.0,77.5,aug,121,3,-1,0,,False
196.02,H,High,OP-1,True,170.26,False,True,2018.0,49.6,jul,652,1,-1,0,,True
275.88,C,Low,OP-17,True,946.36,True,True,2018.0,65.1,nov,663,4,-1,0,,True
348.48,B,Mid,,True,1377.7,False,True,,49.6,jun,71,1,-1,0,,False
435.6,A,High,OP-1,True,153.10000000000002,False,True,2018.0,12.4,feb,80,1,-1,0,,False
413.82,F,Low,OP-1,True,851.46,False,False,2018.0,21.7,may,63,3,-1,0,,False
326.7,D,Low,OP-4,True,388.66,False,True,2018.0,86.8,aug,189,17,-1,0,,False
225.06,F,Low,OP-1,True,53.0,True,False,2018.0,46.5,jul,624,6,-1,0,,False
428.34,D,High,OP-1,True,981.98,True,True,2018.0,46.5,may,44,1,-1,0,,False
174.24,H,Mid,OP-1,True,293.76,False,False,2018.0,46.5,may,191,1,-1,0,,False
384.78,G,Low,,True,54.82,True,True,2018.0,62.0,nov,68,1,-1,0,,False
239.58,D,Low,OP-1,True,127.1,True,False,,9.3,jul,267,1,-1,0,,False
471.9,,Low,,True,131.0,True,True,2018.0,37.2,jan,105,1,-1,0,,False
319.44,C,Low,OP-17,True,2038.1,True,True,2018.0,65.1,aug,719,5,-1,0,,False
261.36,C,Low,OP-17,True,210.3,False,True,,80.6,may,204,1,-1,0,,False
261.36,C,High,OP-17,True,53.0,True,True,2018.0,86.8,aug,81,4,-1,0,,False
290.4,D,Low,OP-4,True,78.48,False,True,,6.2,jun,193,5,-1,0,,False
290.4,E,Low,OP-1,True,53.52,True,True,2018.0,68.2,aug,197,5,-1,0,,False
254.1,L,Low,OP-4,True,127.1,False,True,2018.0,89.9,jan,136,1,-1,0,,False
254.1,C,Low,OP-17,True,779.1800000000001,True,True,2018.0,62.0,nov,258,2,-1,0,,False
232.32,D,Low,OP-1,True,351.48,False,True,2018.0,62.0,apr,121,1,-1,0,,False
399.3,E,Low,OP-1,True,2.039999999999999,False,True,,62.0,may,210,2,-1,0,,False
254.1,K,Low,OP-4,True,53.0,False,True,2018.0,43.4,jul,340,3,-1,0,,False
355.74,D,Low,OP-4,True,287.52,True,True,,27.9,jun,210,2,-1,0,,False
319.44,D,Low,OP-4,True,-28.120000000000005,False,True,,62.0,jun,22,3,-1,0,,False
435.6,H,Low,OP-1,True,319.5,True,True,2018.0,18.6,aug,388,8,-1,0,,False
333.96,E,Low,OP-1,True,195.48,True,True,2018.0,37.2,aug,1181,4,-1,0,,True
377.52,H,Low,OP-1,True,663.22,True,False,2018.0,37.2,aug,603,3,-1,0,,False
304.92,K,Mid,OP-4,True,1554.24,False,True,,46.5,may,54,2,-1,0,,False
355.74,C,Low,OP-17,True,76.92,False,True,,18.6,may,221,2,-1,0,,False
217.8,J,Mid,OP-1,True,53.0,False,True,2018.0,58.9,nov,661,1,-1,0,,False
384.78,,Low,,True,56.38,True,True,2019.0,86.8,jan,69,1,-1,0,,False
203.28,F,Mid,OP-17,True,145.56,True,True,2018.0,6.2,mar,76,2,-1,0,,False
283.14,D,Low,OP-4,True,631.76,False,True,,18.6,may,158,1,-1,0,,False
428.34,L,Low,OP-17,True,2568.76,True,True,2019.0,83.7,mar,234,2,-1,0,,True
413.82,L,Low,OP-1,True,80.82,True,True,2018.0,43.4,jul,85,2,-1,0,,False
370.26,A,Low,OP-17,True,477.84,False,True,2018.0,68.2,jul,168,4,-1,0,,False
297.66,C,Low,OP-17,True,2850.08,False,True,2018.0,3.1,jun,288,1,-1,0,,False
421.08,C,Low,OP-17,True,193.66,False,True,2018.0,24.8,may,98,1,-1,0,,False
275.88,F,Low,OP-1,True,53.0,True,True,2018.0,86.8,aug,82,4,-1,0,,False
246.84,C,Mid,OP-17,True,100.84,True,True,2018.0,68.2,jul,203,4,-1,0,,False
239.58,D,Mid,OP-4,True,53.26,False,True,2018.0,62.0,apr,257,1,-1,0,,False
413.82,L,Low,OP-1,False,61.32,False,True,2018.0,46.5,may,476,3,-1,0,,False
275.88,G,Low,OP-17,True,112.28,False,True,2018.0,15.5,feb,105,1,-1,0,,False
363.0,A,High,OP-1,True,61.32,True,True,2018.0,12.4,aug,282,2,-1,0,,False
312.18,A,Low,OP-4,True,302.6,False,False,,46.5,may,241,2,-1,0,,False
232.32,D,High,OP-1,True,245.14,False,True,,27.9,may,171,1,-1,0,,False
246.84,G,Low,OP-17,True,160.12,False,False,2018.0,24.8,jul,164,1,-1,0,,False
210.54,G,Low,OP-1,True,99.28,False,True,2018.0,15.5,may,231,4,-1,0,,False
283.14,D,Low,OP-4,True,651.78,False,True,,52.7,jun,775,3,-1,0,,True
544.5,L,High,OP-4,True,274.52,True,True,2018.0,46.5,mar,341,1,-1,0,,False
268.62,G,Mid,OP-1,True,5370.78,False,True,2019.0,12.4,may,115,1,-1,0,,False
188.76,D,Low,OP-4,True,53.0,False,True,,65.1,may,425,1,-1,0,,False
261.36,H,Mid,OP-1,True,135.94,False,True,2018.0,55.8,may,120,2,-1,0,,False
254.1,C,Low,OP-17,True,80.56,True,False,2018.0,34.1,aug,588,2,-1,0,,False
297.66,C,Low,OP-17,True,65.74,False,True,2018.0,52.7,jul,312,5,-1,0,,False
261.36,C,Low,OP-17,True,68.86,True,False,2018.0,58.9,aug,452,2,-1,0,,False
341.22,F,High,OP-1,True,810.64,False,True,2018.0,55.8,aug,405,13,-1,0,,False
341.22,B,Mid,OP-1,True,61.58,False,True,2018.0,15.5,may,298,1,-1,0,,False
261.36,L,Mid,OP-1,True,79.26,False,False,,80.6,may,314,1,-1,0,,False
319.44,E,High,OP-1,True,73.8,False,False,,43.4,may,387,2,-1,0,,False
275.88,B,High,OP-1,True,258.92,True,True,,18.6,jun,430,1,-1,0,,False
384.78,L,Low,OP-17,True,47.28,False,True,2018.0,96.1,jul,20,3,-1,0,,False
544.5,L,High,OP-1,True,401.66,True,True,2018.0,55.8,dec,415,7,-1,0,,True
254.1,F,Low,OP-1,True,138.01999999999998,False,True,2018.0,40.3,apr,537,3,-1,0,,False
239.58,D,Low,OP-4,True,185.86,False,True,,65.1,may,304,2,-1,0,,False
406.56,L,Low,OP-4,True,548.56,True,False,,58.9,jun,45,9,-1,0,,False
283.14,B,Low,OP-1,True,117.22,False,True,2018.0,52.7,apr,244,2,-1,0,,False
326.7,H,Low,OP-1,True,220.44,True,False,2019.0,68.2,jul,92,1,-1,0,,False
239.58,D,Low,OP-4,True,367.34,False,True,2018.0,49.6,apr,700,1,-1,0,,False
196.02,H,Low,OP-1,True,-11.22,False,False,,12.4,jun,344,2,-1,0,,False
304.92,H,Low,OP-1,True,53.0,True,True,,58.9,jun,370,1,-1,0,,False
355.74,G,Low,OP-1,True,551.1600000000001,True,False,2019.0,43.4,jul,281,3,-1,0,,False
225.06,H,Mid,OP-1,True,-52.82000000000001,True,False,2018.0,21.7,jul,230,1,-1,0,,False
232.32,B,Mid,OP-1,True,53.0,True,False,2018.0,34.1,jul,333,2,-1,0,,False
210.54,D,Mid,OP-1,True,289.08000000000004,False,True,,62.0,jun,1663,1,-1,0,,True
413.82,A,Low,OP-1,True,53.0,True,True,,58.9,jun,97,1,-1,0,,False
421.08,L,Low,,True,296.62,True,True,2018.0,15.5,aug,155,1,-1,0,,False
232.32,H,Mid,OP-1,True,785.4200000000001,False,True,2018.0,65.1,nov,195,1,-1,0,,False
290.4,B,High,OP-1,True,562.34,False,True,,93.0,may,177,1,-1,0,,False
246.84,F,Mid,OP-17,True,2614.26,False,True,2018.0,62.0,nov,128,5,-1,0,,False
232.32,F,Mid,OP-1,True,45.72,True,False,,12.4,jul,400,1,-1,0,,False
254.1,D,Low,OP-1,True,387.62,False,True,2018.0,43.4,jul,330,2,-1,0,,False
370.26,C,Low,,True,238.12,True,True,2018.0,40.3,aug,287,2,-1,0,,False
384.78,C,Low,OP-17,True,56.9,True,True,2018.0,62.0,aug,921,2,-1,0,,True
254.1,D,Low,OP-4,True,259.18,False,True,2018.0,52.7,apr,106,1,-1,0,,False
166.98,J,Low,OP-17,False,-6.800000000000004,False,True,2018.0,55.8,may,259,2,-1,0,,False
413.82,K,Low,OP-17,True,53.78,True,True,2018.0,12.4,aug,142,2,-1,0,,False
181.5,D,Mid,OP-1,True,-38.0,False,True,,71.3,jun,95,3,-1,0,,False
326.7,D,Low,OP-4,True,53.0,True,True,2018.0,80.6,aug,454,2,-1,0,,False
203.28,H,Low,OP-1,True,295.84000000000003,False,True,,12.4,jul,53,2,-1,0,,False
261.36,C,Low,OP-4,True,1080.78,False,True,2018.0,58.9,nov,277,1,-1,0,,False
333.96,D,Low,OP-1,True,88.62,True,True,,62.0,jun,252,3,-1,0,,False
370.26,K,Low,,True,5576.4400000000005,True,False,2018.0,12.4,aug,166,2,-1,0,,False
290.4,C,Mid,OP-1,True,102.92,False,True,,49.6,may,71,11,-1,0,,False
174.24,F,Mid,OP-1,True,41.04,False,True,,58.9,may,23,1,-1,0,,False
370.26,H,Low,OP-1,True,162.98000000000002,False,False,2018.0,49.6,oct,95,1,-1,0,,False
261.36,C,Mid,OP-17,True,53.0,True,True,2018.0,34.1,aug,108,2,-1,0,,False
384.78,K,Low,OP-4,True,80.03999999999999,True,False,,15.5,jun,701,1,-1,0,,True
326.7,H,Low,OP-1,True,53.0,True,True,2018.0,58.9,aug,145,10,-1,0,,False
392.04,D,High,OP-4,True,5.68,True,True,2018.0,27.9,jul,98,1,-1,0,,False
319.44,F,Low,OP-1,True,2883.88,False,True,2018.0,15.5,aug,163,1,-1,0,,False
217.8,B,Low,OP-1,True,523.08,False,True,2018.0,55.8,may,83,2,-1,0,,False
196.02,C,Mid,OP-17,True,75.88,True,True,2018.0,12.4,may,143,1,-1,0,,False
304.92,J,Low,,True,51.18,True,True,2019.0,96.1,jul,41,6,-1,0,,False
261.36,G,Mid,OP-1,True,176.5,True,True,2018.0,77.5,jul,141,3,-1,0,,False
239.58,D,Low,OP-4,True,1016.04,False,True,,18.6,jun,447,2,-1,0,,False
217.8,D,Low,OP-1,True,85.5,False,True,,89.9,may,238,2,-1,0,,False
174.24,D,Low,OP-1,True,55.34,False,True,,83.7,may,292,7,-1,0,,False
261.36,D,Low,OP-1,True,167.14,False,True,,65.1,may,260,5,-1,0,,False
399.3,C,Low,OP-17,True,668.16,False,False,2018.0,93.0,jul,94,4,-1,0,,False
246.84,F,Mid,OP-1,True,68.6,True,True,2018.0,21.7,aug,274,2,-1,0,,False
225.06,D,Low,OP-1,True,175.72,False,True,,40.3,may,907,2,-1,0,,False
254.1,K,High,OP-1,True,63.14,True,True,2018.0,96.1,jul,149,2,-1,0,,False
268.62,F,Low,OP-1,True,164.8,True,True,2018.0,83.7,aug,154,4,-1,0,,False
304.92,C,High,OP-17,True,157.26,False,True,2018.0,74.4,jul,217,9,-1,0,,False
290.4,C,Low,OP-17,True,193.92,False,True,2018.0,62.0,nov,1816,1,-1,0,,False
210.54,D,Mid,OP-1,True,55.34,False,True,2018.0,34.1,may,262,3,-1,0,,False
421.08,A,Low,OP-1,True,211.6,False,True,2019.0,89.9,jul,246,2,-1,0,,False
239.58,D,Mid,OP-1,True,553.5,False,True,2018.0,6.2,mar,76,2,-1,0,,False
261.36,D,Low,OP-4,True,553.5,False,True,2018.0,62.0,apr,904,2,-1,0,,True
225.06,H,Low,OP-4,True,145.3,False,False,,12.4,jun,61,6,-1,0,,False
341.22,F,Low,OP-1,True,71.72,True,True,,89.9,may,278,1,-1,0,,False
283.14,D,Low,OP-1,True,127.1,False,False,,18.6,may,209,1,-1,0,,False
254.1,C,Mid,OP-17,True,826.5,True,True,2018.0,24.8,aug,249,2,-1,0,,False
413.82,F,Low,OP-1,True,129.7,True,True,2018.0,58.9,aug,151,11,-1,0,,False
239.58,C,Mid,OP-17,True,39.22,True,True,2018.0,89.9,jan,617,2,-1,0,,False
363.0,C,Mid,OP-17,True,200.42,False,True,,49.6,may,274,8,-1,0,,False
363.0,F,Low,OP-1,True,226.94,False,True,,6.2,jun,88,1,-1,0,,False
246.84,F,Mid,OP-1,True,99.54,True,True,2018.0,58.9,aug,294,3,-1,0,,False
348.48,D,Low,OP-1,True,139.57999999999998,False,True,2018.0,43.4,may,24,6,-1,0,,False
363.0,H,Low,OP-1,True,113.06,False,True,2018.0,65.1,nov,397,2,-1,0,,False
421.08,D,High,OP-1,True,194.18,True,False,2019.0,52.7,jul,264,3,-1,0,,False
232.32,H,Low,OP-17,True,53.0,False,True,,15.5,may,138,1,-1,0,,False
246.84,C,Low,OP-1,True,275.82000000000005,False,True,2018.0,68.2,aug,238,6,-1,0,,False
239.58,D,Low,OP-4,True,116.7,False,False,2018.0,24.8,may,253,3,-1,0,,False
355.74,G,Low,OP-1,True,231.62,False,True,2018.0,52.7,apr,772,1,-1,0,,True
406.56,C,Mid,OP-1,True,114.62,False,True,2019.0,27.9,jul,236,4,-1,0,,False
428.34,L,Low,OP-1,True,53.0,True,True,2018.0,55.8,jul,247,4,-1,0,,False
203.28,C,Mid,OP-1,True,97.46,True,True,2018.0,31.0,mar,93,1,-1,0,,True
188.76,H,Mid,OP-1,True,168.18,True,True,2018.0,93.0,jul,84,3,-1,0,,False
341.22,H,Low,OP-1,True,53.52,True,True,2018.0,31.0,jul,89,1,-1,0,,False
297.66,D,Low,OP-1,True,255.8,False,True,2018.0,46.5,may,432,3,-1,0,,False
261.36,H,Low,OP-1,True,173.9,False,True,,62.0,may,160,1,-1,0,,False
421.08,C,Low,OP-17,True,97.72,True,True,2018.0,58.9,aug,145,7,-1,0,,False
319.44,B,High,OP-1,True,53.0,False,True,,12.4,jun,389,5,-1,0,,False
225.06,F,Mid,OP-1,True,85.5,True,True,2018.0,68.2,aug,78,2,-1,0,,False
210.54,C,Mid,OP-1,True,161.42000000000002,True,True,2018.0,21.7,oct,90,1,-1,0,,False
203.28,F,High,OP-17,True,207.44,False,False,,55.8,jun,54,3,-1,0,,False
370.26,A,Mid,OP-17,True,467.44,True,True,2019.0,12.4,feb,197,1,-1,0,,False
188.76,K,Low,OP-1,True,-144.34,False,True,2018.0,34.1,jul,191,1,-1,0,,False
203.28,C,Mid,OP-17,True,320.02,False,True,2018.0,43.4,may,433,1,-1,0,,False
283.14,E,Low,OP-17,True,325.22,True,True,,18.6,jun,554,1,-1,0,,True
341.22,C,Low,OP-17,True,53.0,True,True,2018.0,83.7,oct,508,1,-1,0,,True
261.36,D,Low,OP-1,True,34.02,False,False,2018.0,55.8,may,15,8,-1,0,,False
268.62,C,Low,OP-17,True,195.22,False,False,,65.1,may,143,1,-1,0,,False
166.98,B,Mid,OP-17,True,147.38,False,True,,93.0,may,16,18,-1,0,,False
261.36,C,Low,OP-17,True,395.68,False,True,2018.0,21.7,aug,100,2,-1,0,,False
399.3,L,Low,OP-1,True,94.34,True,True,2018.0,86.8,aug,159,1,-1,0,,False
225.06,H,Mid,OP-1,True,70.68,False,True,2018.0,49.6,apr,570,2,-1,0,,False
261.36,D,Mid,OP-1,True,96.68,False,True,2019.0,37.2,may,52,1,-1,0,,False
232.32,C,Mid,OP-17,True,87.06,True,True,,9.3,jun,267,3,-1,0,,False
355.74,C,Mid,OP-17,True,205.88,True,True,2018.0,86.8,aug,70,9,-1,0,,False
399.3,F,Low,OP-1,True,53.0,False,True,,93.0,may,119,2,-1,0,,False
333.96,D,Low,OP-4,True,120.08,False,True,,83.7,may,217,1,-1,0,,False
370.26,E,Low,OP-17,True,574.82,True,True,,49.6,jun,1021,1,-1,0,,False
275.88,D,Mid,OP-1,True,52.74,False,True,,21.7,may,72,1,-1,0,,False
290.4,C,Low,OP-17,True,455.48,False,True,2018.0,40.3,apr,101,3,-1,0,,False
363.0,D,Low,OP-1,True,210.56,False,True,,43.4,may,673,2,-1,0,,False
275.88,F,Low,OP-1,True,245.4,True,True,2018.0,21.7,aug,259,3,-1,0,,False
217.8,D,Mid,OP-1,True,134.9,True,True,2018.0,71.3,jun,1407,1,-1,0,,True
341.22,C,Low,OP-17,True,544.4000000000001,True,True,2018.0,24.8,jul,161,1,-1,0,,False
232.32,D,Low,OP-1,True,548.3,False,True,2018.0,49.6,jul,709,2,-1,0,,True
217.8,F,Low,OP-1,True,367.86,False,True,2018.0,55.8,may,176,1,-1,0,,False
203.28,D,Low,OP-1,True,55.08,False,True,2018.0,46.5,may,196,1,-1,0,,False
392.04,B,Low,OP-1,True,47.28,True,False,2018.0,27.9,jul,85,1,-1,0,,False
428.34,F,High,OP-1,True,281.54,False,True,,80.6,may,228,1,-1,0,,False
399.3,C,Low,OP-17,True,193.4,True,True,2018.0,58.9,nov,124,2,-1,0,,False
196.02,B,Mid,OP-1,False,52.74,True,True,2018.0,68.2,jul,60,2,-1,0,,False
188.76,D,Mid,OP-1,True,155.96,False,True,,86.8,may,302,1,-1,0,,False
225.06,B,Low,OP-1,True,164.28,False,True,,65.1,may,272,1,-1,0,,False
217.8,H,Mid,OP-1,True,-112.1,True,True,2018.0,77.5,jul,250,1,-1,0,,False
384.78,D,Low,OP-1,True,1191.8,True,True,2019.0,58.9,aug,223,7,-1,0,,False
246.84,G,Low,OP-17,True,45.72,False,True,2018.0,49.6,jul,574,1,-1,0,,False
283.14,D,Low,OP-1,True,-52.3,False,True,2018.0,24.8,may,177,1,-1,0,,False
290.4,H,Mid,OP-1,True,52.74,True,True,2018.0,21.7,jul,173,1,-1,0,,False
333.96,H,Low,OP-1,True,58.72,True,True,2018.0,80.6,aug,388,6,-1,0,,True
166.98,B,Mid,OP-1,True,118.0,False,True,2018.0,55.8,may,222,1,-1,0,,False
377.52,G,Low,OP-1,True,53.0,True,True,2018.0,21.7,aug,82,2,-1,0,,False
203.28,C,Mid,OP-17,True,434.16,False,True,2018.0,77.5,jul,40,1,-1,0,,False
217.8,F,Low,OP-17,True,79.26,False,False,2018.0,21.7,jul,187,3,-1,0,,False
304.92,D,Low,OP-4,True,304.94,False,True,2018.0,40.3,may,721,1,-1,0,,False
544.5,L,Low,OP-1,True,6930.52,True,True,2019.0,46.5,jul,219,2,-1,0,,False
290.4,D,Low,OP-4,True,366.56,True,False,2019.0,49.6,jul,201,5,-1,0,,False
232.32,D,Mid,OP-1,True,350.18,False,False,2018.0,31.0,jul,412,1,-1,0,,False
312.18,C,Mid,OP-1,True,-6.280000000000001,False,False,,49.6,may,122,2,-1,0,,False
413.82,F,Low,OP-1,True,53.0,True,True,,40.3,may,44,1,-1,0,,False
421.08,B,Low,OP-4,True,69.9,True,True,,83.7,jun,162,1,-1,0,,False
275.88,L,Mid,,True,69.12,True,True,,58.9,jun,212,1,-1,0,,False
